#dataset,iter_no,mypso,ndpso
200,0,2.6442516269,0.4894366197
200,1,2.4527162978,0.5054545455
200,2,2.0487394958,0.4894366197
200,3,3.4630681818,0.4894366197
200,4,2.6442516269,0.5054545455
200,5,2.4527162978,0.5035211268
200,6,3.182767624,0.4894366197
200,7,3.182767624,0.4894366197
200,8,2.394891945,0.5110294118
200,9,3.4630681818,0.5054545455
201,0,1.3141210375,0.2965367965
201,1,1.78125,0.3386897404
201,2,1.78125,0.3386897404
201,3,1.4781199352,0.3455233291
201,4,2.1062355658,0.2965367965
201,5,0.2759066843,0.2965367965
201,6,2.6588921283,0.3455233291
201,7,2.7720364742,0.2965367965
201,8,2.6588921283,0.2965367965
201,9,0.260869641,0.2965367965
202,0,32.1392405063,2.023255814
202,1,15.3878787879,1.945686901
202,2,8.785467128,2.1219512195
202,3,9.0035460993,1.945686901
202,4,25.6464646465,1.945686901
202,5,10.0355731225,1.945686901
202,6,8.8466898955,1.945686901
202,7,9.5093632959,2.023255814
202,8,8.8466898955,1.945686901
202,9,11.4369369369,1.945686901
203,0,5.2968421053,0.9215328467
203,1,5.9479905437,0.8651877133
203,2,5.0019880716,0.9620493359
203,3,15.156626506,1.0039761431
203,4,10.9868995633,1.0079522863
203,5,6.5863874346,0.9582542694
203,6,9.2161172161,0.9215328467
203,7,10.9868995633,0.9251824818
203,8,5.9479905437,1.0673684211
203,9,6.3535353535,0.9933481153
204,0,2.5547619048,0.7036172695
204,1,6.4444444444,0.7119244392
204,2,5.2087378641,0.7119244392
204,3,4.2495049505,0.7036172695
204,4,2.5547619048,0.7119244392
204,5,4.6958424508,0.7036172695
204,6,4.6958424508,0.7036172695
204,7,5.2087378641,0.7036172695
204,8,2.53364817,0.7178571429
204,9,2.504084014,0.9451410658
205,0,10.0740740741,2.7138047138
205,1,13.9813084112,2.7138047138
205,2,20.6344827586,2.7138047138
205,3,2.7884436166,2.7138047138
205,4,20.6344827586,2.7889273356
205,5,17.0971428571,2.7138047138
205,6,15.5025906736,2.7138047138
205,7,15.5025906736,2.7889273356
205,8,15.5025906736,2.7138047138
205,9,13.9813084112,2.7138047138
206,0,1.0758153837,1.336
206,1,8.7413333333,1.336
206,2,0.8237457875,1.336
206,3,8.4051282051,1.3424437299
206,4,8.0738916256,1.336
206,5,0.9712601203,1.336
206,6,1.2113821271,1.336
206,7,13.2177419355,1.336
206,8,5.270096463,1.368852459
206,9,6.3038461538,1.3424437299
207,0,1.0304711618,0.8648275862
207,1,3.9020979021,0.8648275862
207,2,3.9020979021,0.8732590529
207,3,6.1828254848,0.8648275862
207,4,0.9717022203,0.9596100279
207,5,3.1086350975,0.8648275862
207,6,4.464,0.9596100279
207,7,8.328358209,1.1599326599
207,8,4.6890756303,0.9503448276
207,9,8.328358209,0.9503448276
208,0,6.3976377953,1.2842639594
208,1,1.144033816,1.244813278
208,2,1.4216973551,1.1235955056
208,3,5.4347826087,1.1811023622
208,4,6.3976377953,1.324742268
208,5,7.0043103448,1.1406844106
208,6,6.7427385892,1.1811023622
208,7,7.0043103448,1.1406844106
208,8,2.519379845,1.0033444816
208,9,6.7427385892,1.244813278
209,0,2.7695473251,0.5323992995
209,1,2.2774957699,0.5801217039
209,2,3.5514511873,0.5143824027
209,3,2.7302231237,0.5801217039
209,4,2.357267951,0.5884773663
209,5,2.7302231237,0.5143824027
209,6,2.7413441955,0.6094674556
209,7,0.7973933649,0.6255144033
209,8,4.2866242038,0.5435356201
209,9,0.5199484638,0.6191446029
210,0,0.310399659,0.3179377014
210,1,0.2964037885,0.3179377014
210,2,1.896593674,0.3179377014
210,3,1.896593674,0.3454545455
210,4,1.7322222222,0.3196544276
210,5,2.1804195804,0.3454545455
210,6,0.3737712789,0.3179377014
210,7,0.3373776716,0.3490566038
210,8,2.1804195804,0.3935810811
210,9,1.6745435016,0.3196544276
211,0,6.9575471698,1.5231788079
211,1,12.9385964912,1.5231788079
211,2,1.2100108911,1.5231788079
211,3,0.9833337751,1.5231788079
211,4,5.971659919,1.5231788079
211,5,5.1038062284,1.6197183099
211,6,1.1643889394,1.5916955017
211,7,5.971659919,1.5231788079
211,8,5.7392996109,1.5916955017
211,9,2.1949404762,1.6197183099
212,0,4.5200892857,1.1307847082
212,1,0.8033176959,1.2544642857
212,2,9.7355769231,1.1852678571
212,3,6.6393442623,1.2544642857
212,4,9.2465753425,1.0684104628
212,5,5,1.0684104628
212,6,0.675384624,1.1852678571
212,7,4.5200892857,1.2544642857
212,8,4.5200892857,1.1307847082
212,9,8.2317073171,1.1852678571
213,0,0.4050882626,0.5016322089
213,1,0.5577489013,0.5354239257
213,2,0.3732647565,0.5016322089
213,3,0.4033981871,0.5143678161
213,4,0.4517007853,0.5016322089
213,5,0.5107910405,0.5016322089
213,6,3.112,0.5150837989
213,7,0.3414066384,0.5016322089
213,8,2.1164309032,0.5016322089
213,9,0.2639313426,0.5150837989
214,0,1.5781358816,2.8278388278
214,1,2.4141995667,3.0073260073
214,2,6.4322344322,3.0073260073
214,3,1.9698604448,2.8278388278
214,4,11.9455782313,3.0073260073
214,5,2.363542534,3.284
214,6,1.5692573008,2.8278388278
214,7,2.5862199994,2.8278388278
214,8,2.4389343387,3.0520446097
214,9,2.4289552055,3.284
215,0,1.472874896,1.343470483
215,1,1.3062070004,1.343470483
215,2,1.3207322824,1.343470483
215,3,1.2588536588,1.2231270358
215,4,5.6156351792,1.50501002
215,5,6.734375,1.4812623274
215,6,0.852860162,1.2231270358
215,7,1.3677112324,1.3431952663
215,8,8.5558312655,1.466796875
215,9,1.2018286686,1.2231270358
216,0,3.6632653061,0.9752688172
216,1,3.6632653061,0.964893617
216,2,3.8191489362,0.964893617
216,3,4.131713555,0.964893617
216,4,3.8191489362,0.964893617
216,5,0.9263238027,0.964893617
216,6,3.4372340426,0.964893617
216,7,0.7821360961,0.9752688172
216,8,3.4741935484,0.964893617
216,9,0.6991999785,0.964893617
217,0,3.4846368716,3.6455696203
217,1,3.4846468549,3.6315789474
217,2,3.4846387685,3.7204301075
217,3,3.4846368765,3.6582278481
217,4,3.4846369269,3.6582278481
217,5,3.4846368964,3.6199261993
217,6,4.207419892,3.7642276423
217,7,3.4846368944,3.6315789474
217,8,3.9167974883,3.6315789474
217,9,3.4846368732,3.7741935484
218,0,0.9142419602,0.919395466
218,1,0.8805309774,0.9195402299
218,2,0.8805309792,0.919395466
218,3,0.8805309735,0.9080234834
218,4,0.9142419602,0.919395466
218,5,0.9142419604,0.891954023
218,6,0.9142419602,0.9066666667
218,7,0.9142419602,0.9395465995
218,8,0.9142419602,0.9412915851
218,9,0.9142419602,0.9530332681
219,0,0.7346660609,0.7521472393
219,1,1.1666666667,0.7512135922
219,2,0.7346660609,0.736196319
219,3,1.1666666667,0.754601227
219,4,0.9522265417,0.7815533981
219,5,0.7346660609,0.7423312883
219,6,0.7346660609,0.7354368932
219,7,0.7346660609,0.7349693252
219,8,0.7346660609,0.7669902913
219,9,0.7346660609,0.7349693252
220,0,4.9305020447,5.3454545455
220,1,4.9305019453,5.255033557
220,2,4.9305020257,5.12
220,3,4.9305019335,5.1421319797
220,4,4.9305085667,5.0479452055
220,5,4.9305019312,5.1677852349
220,6,4.9305022797,5.2090909091
220,7,5.7436281859,5.4228571429
220,8,4.9305019436,5.4272727273
220,9,4.9305019309,5.269035533
221,0,2.7289308634,2.8126272912
221,1,2.7289305079,2.900243309
221,2,2.7289305181,2.9063136456
221,3,3.0339726027,3.0020366599
221,4,3.2570588308,2.8383838384
221,5,2.7289305083,2.8578431373
221,6,2.72893558,2.9696048632
221,7,2.7289305136,2.8774509804
221,8,2.7289305527,2.7881873727
221,9,2.7289360978,2.7907542579
222,0,1.4538517443,1.6524390244
222,1,1.4683947399,1.5392491468
222,2,1.4538643688,1.5792682927
222,3,1.5459814529,1.5292553191
222,4,1.4545595965,1.5792682927
222,5,1.5459814529,1.5486935867
222,6,1.4538517587,1.5792682927
222,7,2.0947643979,1.5305851064
222,8,1.5459814529,1.585106383
222,9,1.5459814529,1.5792682927
223,0,5.8014191141,6.2272727273
223,1,6.9715909124,6.1885245902
223,2,5.8014217776,6.1885245902
223,3,5.8014330503,5.95
223,4,5.8014184766,6.1366120219
223,5,6.7790055249,5.9363636364
223,6,5.8014194313,6.2122905028
223,7,5.8014184494,6.1229050279
223,8,5.8014188721,6.1885245902
223,9,5.8014184415,6.1885245902
224,0,5.3662396383,5.228962818
224,1,5.3662396383,5.4931506849
224,2,5.0900643318,5.4090019569
224,3,5.3662396383,5.5675146771
224,4,13.9354207436,5.4393442623
224,5,5.0900643317,5.2074363992
224,6,5.3662396383,5.2583170254
224,7,13.9354207436,5.5909980431
224,8,5.3662396383,5.6196721311
224,9,5.0900643317,5.1428571429
225,0,6.6654320988,6.6182795699
225,1,6.6654320988,6.8924731183
225,2,6.6654320988,6.8698630137
225,3,6.6654320988,6.6865671642
225,4,6.6654320988,6.6119402985
225,5,6.6654320989,6.59566787
225,6,6.6654320989,6.8630136986
225,7,8.8653530378,6.7328767123
225,8,8.1310240964,6.9205776173
225,9,6.6654320988,7.0547945205
226,0,0.6966416286,1.3366834171
226,1,1.2785529174,1.2201834862
226,2,2.5658807212,1.2706422018
226,3,0.7048871749,1.2706422018
226,4,1.7145505097,1.0137614679
226,5,1.1591955146,1.0137614679
226,6,1.7387218049,1.3718592965
226,7,1.0571452301,1.0137614679
226,8,7.2265625,1.1105527638
226,9,2.2755227552,1.1055276382
227,0,4.6994818653,0.481865285
227,1,5.9475409836,0.5172413793
227,2,5.9475409836,0.5
227,3,6.1491525424,0.463840399
227,4,4.5236907731,0.5
227,5,6.1491525424,0.4253308129
227,6,3.3468634686,0.5180327869
227,7,1.0011037528,0.4253308129
227,8,1.1094801223,0.4151291513
227,9,4.8116710875,0.5249169435
228,0,0.6053511706,0.3650990099
228,1,1.7238095238,0.3650990099
228,2,2.0597439545,0.4184397163
228,3,0.635366571,0.3650990099
228,4,0.3630129183,0.3650990099
228,5,0.5225554135,0.3650990099
228,6,0.5895765472,0.3511904762
228,7,2.1262848752,0.3511904762
228,8,2.1262848752,0.3650990099
228,9,2.1262848752,0.3524904215
229,0,1.7257379697,2.4136546185
229,1,15.8214285714,2.3928571429
229,2,2.1332587504,2.1696750903
229,3,2.4003974986,2.1575091575
229,4,1.5483026465,2.1575091575
229,5,1.943238599,2.3373015873
229,6,1.6215906355,2.2301587302
229,7,2.3651756667,2.4136546185
229,8,14.9325842697,2.2014652015
229,9,2.1392115739,2.2279792746
230,0,7.2741617357,1.0462962963
230,1,9.0614250614,1.0209643606
230,2,9.0837438424,0.9069020867
230,3,8.3818181818,0.9843205575
230,4,10.7209302326,0.974
230,5,7.376,1.0125448029
230,6,9.0837438424,1.1143984221
230,7,10.7209302326,0.9069020867
230,8,18.5326633166,1.0125448029
230,9,9.0614250614,0.9069020867
231,0,1.0433921412,0.7625272331
231,1,4.9676339286,0.8005617978
231,2,1.2739001353,0.8005617978
231,3,4.9073869901,0.8117977528
231,4,5.2426383981,0.8117977528
231,5,4.9291251384,0.7584269663
231,6,7.1790322581,0.7584269663
231,7,9.697167756,0.9796610169
231,8,7.7814685315,0.829736211
231,9,5.2862232779,0.7202797203
232,0,15.295532646,2.7560137457
232,1,16.9239543726,2.953125
232,2,3.202914307,2.6797385621
232,3,3.4748438804,2.954887218
232,4,2.1531575916,2.8178694158
232,5,2.6314276681,3.308056872
232,6,14.738410596,2.8178694158
232,7,4.210974456,2.9390681004
232,8,14.545751634,2.8178694158
232,9,14.545751634,2.7152317881
233,0,15.6216216216,2.2677419355
233,1,23.2893772894,2.2527472527
233,2,15.6216216216,2.2009925558
233,3,10.9620689655,2.2853598015
233,4,20.5096774194,2.1169451074
233,5,5.8599078341,2.2677419355
233,6,15.776674938,2.2677419355
233,7,44.4615384615,2.2009925558
233,8,20.5096774194,2.4193548387
233,9,15.1742243437,2.2677419355
234,0,10.5437788018,0.8997844828
234,1,8.6502835539,0.8997844828
234,2,7.6907563025,1.0245398773
234,3,22,0.9165751921
234,4,10.5437788018,0.9165751921
234,5,11.8242894057,0.9988038278
234,6,1.8481421648,0.8997844828
234,7,22,0.9165751921
234,8,7.6393989983,0.8997844828
234,9,10.5437788018,0.9988038278
235,0,12.2173913043,1.2352941176
235,1,7.3947368421,1.020242915
235,2,14.4102564103,1.1457489879
235,3,12.2173913043,1.2362869198
235,4,11.3535353535,1.2521367521
235,5,23.175257732,1.1457489879
235,6,12.2173913043,1.2521367521
235,7,7.5183946488,1.0469798658
235,8,11.1287128713,1.2554347826
235,9,11.3535353535,1.2521367521
236,0,0.6941957874,0.5979166667
236,1,3.7481343284,0.6185344828
236,2,3.2719869707,0.6152073733
236,3,0.5810217125,0.6142241379
236,4,4.1854166667,0.6866028708
236,5,3.7481343284,0.681122449
236,6,3.4818024263,0.6866028708
236,7,3.7481343284,0.6267942584
236,8,3.4578313253,0.6185344828
236,9,1.2363076923,0.6284153005
237,0,2.3858173077,0.3193370166
237,1,2.7154582763,0.3237704918
237,2,2.3298122066,0.3287841191
237,3,0.371473784,0.3473557692
237,4,0.2598620851,0.3473557692
237,5,0.5031701246,0.3392018779
237,6,0.4335955288,0.3503030303
237,7,0.4128538189,0.3448687351
237,8,0.3203943414,0.3392018779
237,9,0.3807839021,0.3448687351
238,0,12.6944444444,1.7979274611
238,1,9.0495049505,1.8842592593
238,2,9.2635135135,1.8842592593
238,3,9.2635135135,2.1088082902
238,4,9.1096345515,2.1088082902
238,5,2.1118019121,1.7821782178
238,6,9.2635135135,1.7821782178
238,7,22.2926829268,2.0452261307
238,8,14.207253886,1.7821782178
238,9,2.0574279579,2.5
239,0,0.9419674165,0.891651865
239,1,7.2768878719,0.9410377358
239,2,5.648312611,0.8019169329
239,3,7.5,0.8019169329
239,4,6.4242424242,0.8407643312
239,5,5.8888888889,0.8484848485
239,6,5.1290322581,0.8060606061
239,7,8.6413043478,0.8917197452
239,8,5.0798722045,0.847133758
239,9,7.5,0.891651865
240,0,7.8088467615,0.7680608365
240,1,5.529082774,0.7105263158
240,2,5.6750861079,0.7293233083
240,3,7.8088467615,0.7105263158
240,4,7.2266081871,0.7372262774
240,5,5.461878453,0.7372262774
240,6,6.0133819951,0.7680608365
240,7,7.2266081871,0.8808139535
240,8,5.6750861079,0.7733333333
240,9,10.7223427332,0.7347931873
241,0,5.551878357,3.6865671642
241,1,4.2316035929,3.4385964912
241,2,4.7728085381,3.8698224852
241,3,24.7290836653,3.3964497041
241,4,3.5134743563,4.6130136986
241,5,3.9388368375,3.3308270677
241,6,23.3345864662,3.8859649123
241,7,4.2487754569,4.3076923077
241,8,2.3412001798,4.8950276243
241,9,44.9782608696,3.8
242,0,18.8910081744,2.0777777778
242,1,12.1631578947,2.2615803815
242,2,21.0729483283,1.6981132075
242,3,15.0390455531,1.8004338395
242,4,12.3362989324,1.9825708061
242,5,18.8910081744,1.6225596529
242,6,4.2585995086,1.9522776573
242,7,22.1501597444,1.9522776573
242,8,13.0811320755,2.0948616601
242,9,39.8448275862,2.038147139
243,0,30.7489711934,1.6585365854
243,1,9.6288659794,1.4442675159
243,2,21.9120234604,1.2427983539
243,3,22.7804878049,1.4272300469
243,4,27.4705882353,1.2256756757
243,5,21.9120234604,1.4442675159
243,6,27.4705882353,1.5888501742
243,7,30.7489711934,1.4272300469
243,8,9.6288659794,1.5867117117
243,9,13.0174216028,1.460547504
244,0,0.008622094,0.0357142857
244,1,0.0357142857,0.0357142857
244,2,0.0094342648,0.0357142857
244,3,0.0080000262,0.0357142857
244,4,0.0114942543,0.0357142857
244,5,0.0085975828,0.0357142857
244,6,0.0073543661,0.0357142857
244,7,0.0138888889,0.0357142857
244,8,0.0088146293,0.0357142857
244,9,0.0080006431,0.0357142857
245,0,0.2987012987,0.219047619
245,1,0.0560984073,0.219047619
245,2,0.2948717949,0.219047619
245,3,0.247311828,0.219047619
245,4,0.2674418605,0.219047619
245,5,0.46,0.219047619
245,6,0.3432835821,0.219047619
245,7,0.2948717949,0.219047619
245,8,0.46,0.219047619
245,9,0.2674418605,0.219047619
246,0,0.0578512397,0.14
246,1,0.0860655738,0.14
246,2,0.0258508368,0.14
246,3,0.14,0.14
246,4,0.1418918919,0.14
246,5,0.1627906977,0.14
246,6,0.1418918919,0.14
246,7,0.0355932035,0.14
246,8,0.0867768595,0.14
246,9,0.1418918919,0.14
247,0,0.2606060606,0.7678571429
247,1,0.7818181818,0.7678571429
247,2,0.8431372549,0.7678571429
247,3,0.7818181818,0.7678571429
247,4,0.8958333333,0.7678571429
247,5,1.5357142857,0.7678571429
247,6,0.1356485979,0.7678571429
247,7,0.8431372549,0.7678571429
247,8,0.9347826087,0.7678571429
247,9,0.7818181818,0.7678571429
248,0,0.3904761905,0.3628318584
248,1,0.0616555125,0.3628318584
248,2,0.3796296296,0.3628318584
248,3,0.0674370236,0.3628318584
248,4,0.0521075215,0.3628318584
248,5,0.0756457711,0.3628318584
248,6,0.0663443066,0.3628318584
248,7,0.4712643678,0.3628318584
248,8,0.4226804124,0.3628318584
248,9,0.0717146839,0.3628318584
249,0,0.4049586777,0.2865497076
249,1,0.3121019108,0.2865497076
249,2,0.6447368421,0.2865497076
249,3,0.0686284694,0.2865497076
249,4,0.6447368421,0.2865497076
249,5,0.3450704225,0.2865497076
249,6,0.5505617978,0.2865497076
249,7,0.6202531646,0.2865497076
249,8,0.3310810811,0.2865497076
249,9,0.6202531646,0.2865497076
250,0,0.0374152125,0.1964285714
250,1,0.0242263033,0.1964285714
250,2,0.0436579222,0.1964285714
250,3,0.0289983572,0.1964285714
250,4,0.0318973652,0.1964285714
250,5,0.0402034196,0.1964285714
250,6,0.0266384152,0.1964285714
250,7,0.0254207618,0.1964285714
250,8,0.0424719328,0.1964285714
250,9,0.0458336884,0.1964285714
251,0,0.7904761905,0.7217391304
251,1,0.8217821782,0.7217391304
251,2,1.1216216216,0.7217391304
251,3,0.8924731183,0.7217391304
251,4,0.9222222222,0.7217391304
251,5,0.902173913,0.7217391304
251,6,1.1216216216,0.7217391304
251,7,1.4561403509,0.7217391304
251,8,1.1216216216,0.7217391304
251,9,0.9651162791,0.7217391304
252,0,0.7131782946,0.5317919075
252,1,1.3529411765,0.5317919075
252,2,0.6013071895,0.5317919075
252,3,0.6524822695,0.5317919075
252,4,0.5575757576,0.5317919075
252,5,0.5897435897,0.5317919075
252,6,0.5897435897,0.5317919075
252,7,0.5348837209,0.5317919075
252,8,0.5575757576,0.5317919075
252,9,0.7076923077,0.5317919075
253,0,1.3125,0.3684210526
253,1,1.6153846154,0.3684210526
253,2,0.8076923077,0.3684210526
253,3,1.9090909091,0.3684210526
253,4,1.3125,0.3684210526
253,5,0.8076923077,0.3684210526
253,6,1.3125,0.3684210526
253,7,1.9090909091,0.3684210526
253,8,1.3125,0.3684210526
253,9,1.5,0.3684210526
254,0,1.2777777778,0.203539823
254,1,0.575,0.203539823
254,2,0.3965517241,0.2090909091
254,3,0.7419354839,0.203539823
254,4,0.8518518519,0.2090909091
254,5,0.5609756098,0.203539823
254,6,0.7931034483,0.203539823
254,7,0.5609756098,0.203539823
254,8,0.71875,0.2090909091
254,9,0.5227272727,0.219047619
255,0,0.1818181818,0.0946745562
255,1,0.1951219512,0.0941176471
255,2,0.2025316456,0.0941176471
255,3,0.2162162162,0.0941176471
255,4,0.1951219512,0.0941176471
255,5,0.2025316456,0.0941176471
255,6,0.1684210526,0.0941176471
255,7,0.1951219512,0.0941176471
255,8,0.2051282051,0.0952380952
255,9,0.2051282051,0.0946745562
256,0,0.6,0.2631578947
256,1,0.625,0.2678571429
256,2,1.1538461538,0.2631578947
256,3,0.6818181818,0.2631578947
256,4,0.6,0.2678571429
256,5,0.9375,0.2631578947
256,6,0.5555555556,0.2678571429
256,7,0.5,0.2631578947
256,8,0.5357142857,0.2631578947
256,9,0.4838709677,0.2631578947
257,0,0.9166666667,0.3859649123
257,1,0.9361702128,0.3859649123
257,2,0.8979591837,0.389380531
257,3,0.8979591837,0.3859649123
257,4,1.5714285714,0.3859649123
257,5,1.0476190476,0.3859649123
257,6,1.4666666667,0.3859649123
257,7,1.375,0.3859649123
257,8,0.862745098,0.3859649123
257,9,1.0476190476,0.3859649123
258,0,0.6875,0.1907514451
258,1,0.6875,0.1907514451
258,2,0.7674418605,0.1907514451
258,3,1.4347826087,0.1918604651
258,4,0.8048780488,0.1907514451
258,5,0.7674418605,0.1907514451
258,6,0.6346153846,0.1907514451
258,7,0.6470588235,0.1907514451
258,8,0.8684210526,0.1907514451
258,9,0.4714285714,0.1918604651
259,0,2.5714285714,0.9473684211
259,1,3.375,0.9473684211
259,2,2.8421052632,0.9473684211
259,3,3.1764705882,0.9473684211
259,4,3,0.9473684211
259,5,3.375,0.9473684211
259,6,3,0.9473684211
259,7,3,0.9473684211
259,8,2.347826087,0.9473684211
259,9,3,0.9473684211
260,0,1.3333333333,0.2105263158
260,1,0.7058823529,0.2142857143
260,2,0.9230769231,0.2105263158
260,3,0.6315789474,0.2105263158
260,4,1.5,0.2105263158
260,5,1.2631578947,0.2105263158
260,6,0.6315789474,0.2105263158
260,7,0.8,0.2105263158
260,8,0.8,0.2105263158
260,9,1.5,0.2142857143
261,0,0.5869565217,0.1560693642
261,1,0.7297297297,0.1560693642
261,2,0.7941176471,0.1560693642
261,3,0.84375,0.1560693642
261,4,0.6279069767,0.1560693642
261,5,1,0.1560693642
261,6,0.7941176471,0.1560693642
261,7,0.7105263158,0.1560693642
261,8,0.7105263158,0.1560693642
261,9,0.5625,0.1578947368
262,0,2.4166666667,0.5087719298
262,1,1.0740740741,0.5087719298
262,2,0.8529411765,0.5087719298
262,3,1.380952381,0.5087719298
262,4,1.6111111111,0.5087719298
262,5,1.6111111111,0.5087719298
262,6,1.45,0.5087719298
262,7,1.6111111111,0.5087719298
262,8,2.4166666667,0.5087719298
262,9,1.45,0.5087719298
263,0,1,0.185840708
263,1,0.6,0.185840708
263,2,1.5,0.185840708
263,3,0.75,0.185840708
263,4,0.6,0.185840708
263,5,0.512195122,0.185840708
263,6,1.5,0.185840708
263,7,0.84,0.185840708
263,8,1.5,0.185840708
263,9,1,0.185840708
264,0,0.3,0.1077844311
264,1,0.3272727273,0.1077844311
264,2,0.4615384615,0.1077844311
264,3,0.6428571429,0.1077844311
264,4,0.4615384615,0.1077844311
264,5,0.4615384615,0.1077844311
264,6,0.3272727273,0.1077844311
264,7,0.5454545455,0.1077844311
264,8,0.3396226415,0.1077844311
264,9,0.5806451613,0.1077844311
265,0,1.625,0.6842105263
265,1,2.7857142857,0.6842105263
265,2,2.7857142857,0.6842105263
265,3,1.2580645161,0.6842105263
265,4,3.9,0.6842105263
265,5,1.7727272727,0.6842105263
265,6,3,0.6842105263
265,7,1.95,0.6842105263
265,8,3.25,0.6842105263
265,9,2.0526315789,0.6842105263
266,0,0.1724137931,0.0442477876
266,1,0.2272727273,0.0462962963
266,2,0.1851851852,0.0442477876
266,3,0.0806451613,0.0442477876
266,4,0.1724137931,0.0442477876
266,5,0.1315789474,0.0442477876
266,6,0.2380952381,0.0442477876
266,7,0.1923076923,0.0442477876
266,8,0.1515151515,0.0462962963
266,9,0.1219512195,0.0442477876
267,0,0.0217391304,0.006097561
267,1,0.0526315789,0.006097561
267,2,0.0476190476,0.006097561
267,3,0.0256410256,0.0064516129
267,4,0.0285714286,0.006097561
267,5,0.0526315789,0.006097561
267,6,0.0476190476,0.0061349693
267,7,0.0256410256,0.006097561
267,8,0.0238095238,0.0061349693
267,9,0.0416666667,0.006097561
268,0,1,0.2857142857
268,1,0.6956521739,0.2807017544
268,2,0.7619047619,0.2807017544
268,3,1.2307692308,0.2807017544
268,4,0.7272727273,0.2807017544
268,5,0.8888888889,0.2857142857
268,6,0.8,0.2857142857
268,7,0.7272727273,0.2807017544
268,8,0.8,0.2857142857
268,9,0.8421052632,0.2807017544
269,0,2.28125,0.6403508772
269,1,1.3272727273,0.6403508772
269,2,1.972972973,0.6403508772
269,3,2.5172413793,0.6403508772
269,4,4.0555555556,0.6403508772
269,5,4.2941176471,0.6403508772
269,6,1.7380952381,0.6403508772
269,7,2.5172413793,0.6403508772
269,8,2.4333333333,0.6403508772
269,9,4.0555555556,0.6403508772
270,0,0.303030303,0.0588235294
270,1,0.1298701299,0.0588235294
270,2,0.2,0.0588235294
270,3,0.3125,0.0588235294
270,4,0.1176470588,0.0588235294
270,5,0.1960784314,0.0591715976
270,6,0.2040816327,0.0588235294
270,7,0.1219512195,0.0588235294
270,8,0.1960784314,0.0588235294
270,9,0.2040816327,0.0588235294
271,0,0.6739130435,0.5438596491
271,1,0.5961538462,0.5438596491
271,2,0.8157894737,0.5438596491
271,3,1.347826087,0.5438596491
271,4,0.8378378378,0.5438596491
271,5,0.96875,0.5438596491
271,6,0.756097561,0.5740740741
271,7,0.96875,0.5438596491
271,8,0.8378378378,0.5438596491
271,9,0.6458333333,0.5438596491
272,0,0.6451612903,0.1869158879
272,1,0.3921568627,0.1869158879
272,2,0.1923076923,0.1869158879
272,3,0.253164557,0.1869158879
272,4,0.198019802,0.1869158879
272,5,0.2247191011,0.1869158879
272,6,0.2272727273,0.1869158879
272,7,0.202020202,0.1869158879
272,8,0.2083333333,0.1869158879
272,9,0.2631578947,0.1869158879
273,0,0.1428571429,0.1161290323
273,1,0.1304347826,0.1161290323
273,2,0.1417322835,0.1161290323
273,3,0.1216216216,0.1161290323
273,4,0.144,0.1161290323
273,5,0.1578947368,0.1161290323
273,6,0.1512605042,0.1161290323
273,7,0.1216216216,0.1161290323
273,8,0.1512605042,0.1161290323
273,9,0.1428571429,0.1161290323
274,0,3.9333333333,1.0350877193
274,1,4.9166666667,1.0350877193
274,2,2.95,1.0350877193
274,3,2.95,1.0350877193
274,4,2.95,1.0350877193
274,5,1.4390243902,1.0350877193
274,6,2.95,1.0350877193
274,7,1.2826086957,1.0350877193
274,8,6.5555555556,1.0350877193
274,9,2.95,1.0350877193
275,0,0.7294117647,0.5535714286
275,1,0.8985507246,0.5535714286
275,2,0.8611111111,0.5535714286
275,3,1.0508474576,0.5535714286
275,4,0.8051948052,0.5535714286
275,5,0.8985507246,0.5535714286
275,6,0.8051948052,0.5535714286
275,7,0.6326530612,0.5535714286
275,8,1.0508474576,0.5535714286
275,9,0.8611111111,0.5535714286
276,0,0.4344827586,0.39375
276,1,0.0527542711,0.39375
276,2,0.133192389,0.39375
276,3,0.0780701667,0.39375
276,4,0.4344827586,0.39375
276,5,0.7974683544,0.39375
276,6,0.5575221239,0.39375
276,7,0.39375,0.39375
276,8,0.39375,0.39375
276,9,0.4960629921,0.39375
277,0,2,1.6923076923
277,1,2.4444444444,1.6923076923
277,2,2.4444444444,1.6923076923
277,3,3.6666666667,1.6923076923
277,4,1.6923076923,1.6923076923
277,5,2.9333333333,1.6923076923
277,6,3.1428571429,1.6923076923
277,7,1.7959183673,1.6923076923
277,8,2.0952380952,1.6923076923
277,9,2.4444444444,1.6923076923
278,0,0.0208334548,0.0701754386
278,1,0.0139375565,0.0701754386
278,2,0.0181818182,0.0701754386
278,3,0.0123440317,0.0701754386
278,4,0.0776699029,0.0701754386
278,5,0.0776699029,0.0701754386
278,6,0.0792079208,0.0701754386
278,7,0.013445441,0.0701754386
278,8,0.0879120879,0.0701754386
278,9,0.0213903743,0.0701754386
279,0,0.6842105263,0.225433526
279,1,0.2765957447,0.225433526
279,2,0.043128121,0.225433526
279,3,0.3023255814,0.225433526
279,4,0.3023255814,0.225433526
279,5,0.3644859813,0.225433526
279,6,0.4431818182,0.225433526
279,7,0.2765957447,0.225433526
279,8,0.2708333333,0.225433526
279,9,0.3644859813,0.225433526
280,0,0.0666666667,0.0178571429
280,1,0.0909090909,0.0175438596
280,2,0.0322580645,0.0175438596
280,3,0.0625,0.0175438596
